,brandName,storeName,phoneNumber,street,suburb,state,country,postcode,latitude,longitude,openingHours,services
80,BIG W,BIG W Victor Harbor,1300411875,27 Torrens Street ,Victor Harbor,SA,Australia,5211,-35.552837,138.62027,"['Monday: 9:00 AM - 6:00 PM', 'Tuesday: 9:00 AM - 6:00 PM', 'Wednesday: 9:00 AM - 6:00 PM', 'Thursday: 9:00 AM - 7:00 PM', 'Friday: 9:00 AM - 6:00 PM', 'Saturday: 9:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
81,BIG W,BIG W Newcastle West,1300411875,23 Steel Street ,Newcastle West,NSW,Australia,2302,-32.928413,151.76404,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 8:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
82,BIG W,BIG W Burleigh Heads,1300411875,149 West Burleigh Road ,Burleigh Heads,QLD,Australia,4220,-28.097614,153.44109,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 8:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
83,BIG W,BIG W Morayfield,1300411875,171 Morayfield Road ,Morayfield,QLD,Australia,4506,-27.102959,152.95033,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
84,BIG W,BIG W Mildura,1300411875,Fifteenth Street ,Mildura,VIC,Australia,3500,-34.20859,142.1425,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 7:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
85,BIG W,BIG W Blacktown,1300411875,17 Patrick Street ,Blacktown,NSW,Australia,2148,-33.772972,150.90541,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 10:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
86,BIG W,BIG W Springfield,1300411875,1 Main Street ,Springfield Central,QLD,Australia,4300,-27.676506,152.9027,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
87,BIG W,BIG W Charlestown,1300411875,30 Pearson Street ,Charlestown,NSW,Australia,2290,-32.964153,151.69382,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
88,BIG W,BIG W Atherton,1300411875,8-20 Mabel Street ,Atherton,QLD,Australia,4883,-17.264374,145.47905,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:00 AM - 7:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
89,BIG W,BIG W Nambour,1300411875,Corner of Howard Street and Ann Street ,Nambour,QLD,Australia,4560,-26.6271,152.9608,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 7:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
90,BIG W,BIG W Gympie,1300411875,Corner of Perseverance Street and Excelsior Road ,Gympie,QLD,Australia,4570,-26.199358,152.66809,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 8:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
91,BIG W,BIG W Golden Grove,1300411875,The Golden Way and The Grove Way ,Golden Grove,SA,Australia,5125,-34.789917,138.69424,"['Monday: 9:00 AM - 6:00 PM', 'Tuesday: 9:00 AM - 6:00 PM', 'Wednesday: 9:00 AM - 6:00 PM', 'Thursday: 9:00 AM - 9:00 PM', 'Friday: 9:00 AM - 6:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
92,BIG W,BIG W Wetherill Park,1300411875,561-583 Polding Street ,Wetherill Park,NSW,Australia,2164,-33.860928,150.90115,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
93,BIG W,BIG W Kingaroy,1300411875,Corner of Youngman Street and Markwell Street ,Kingaroy,QLD,Australia,4610,-26.5409,151.8393,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 7:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: Closed']","['Bike Build', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
94,BIG W,BIG W Kilkenny,1300411875,470 Torrens Road ,Kilkenny,SA,Australia,5009,-34.872723,138.55017,"['Monday: 9:00 AM - 7:00 PM', 'Tuesday: 9:00 AM - 7:00 PM', 'Wednesday: 9:00 AM - 7:00 PM', 'Thursday: 9:00 AM - 9:00 PM', 'Friday: 9:00 AM - 7:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
95,BIG W,BIG W Jesmond,1300411875,Corner of Blue Gum Road and Mordue Parade ,Jesmond,NSW,Australia,2299,-32.9042,151.6906,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
96,BIG W,BIG W Tea Tree Plaza,1300411875,976 North East Road ,Modbury,SA,Australia,5092,-34.83149,138.69122,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 8:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
97,BIG W,BIG W Macquarie,1300411875,109 Waterloo Road ,North Ryde,NSW,Australia,2113,-33.77551,151.12094,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 9:00 AM - 7:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
98,BIG W,BIG W Taigum,1300411875,Corner of Beams Road and Church Road ,Taigum,QLD,Australia,4018,-27.34986,153.04884,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 8:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
99,BIG W,BIG W Epping,1300411875,571-583 High Street ,Epping,VIC,Australia,3076,-37.64667,145.02612,"['Monday: 8:00 AM - 7:00 PM', 'Tuesday: 8:00 AM - 7:00 PM', 'Wednesday: 8:00 AM - 7:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
100,BIG W,BIG W Parabanks,1300411875,John Street and Gawler Street ,Salisbury,SA,Australia,5108,-34.759956,138.64552,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
101,BIG W,BIG W Winston Hills,1300411875,180-190 Caroline Chisolm Drive ,Winston Hills,NSW,Australia,2153,-33.77231,150.96878,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
102,BIG W,BIG W Macarthur,0730123313,255 Queen Street ,Brisbane City,QLD,Australia,4000,-27.468357,153.02757,"['Monday: 8:00 AM - 7:00 PM', 'Tuesday: 8:00 AM - 7:00 PM', 'Wednesday: 8:00 AM - 7:00 PM', 'Thursday: 8:00 AM - 7:00 PM', 'Friday: 8:00 AM - 8:00 PM', 'Saturday: 9:00 AM - 6:00 PM', 'Sunday: 10:00 AM - 5:00 PM']","['Bike Build', 'Party', 'Pick Up', 'Soda Stream Refill']"
103,BIG W,BIG W Waverley Gardens,1300411875,Police Road and Jackson's Road ,Mulgrave,VIC,Australia,3170,-37.93485,145.18954,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
104,BIG W,BIG W Marion,1300411875,297 Diagonal Road ,Oaklands Park,SA,Australia,5046,-35.014393,138.54536,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
105,BIG W,BIG W Glenorchy,1300411875,6 Cooper Street ,Glenorchy,TAS,Australia,7010,-42.83369,147.27975,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 10:00 AM - 5:00 PM', 'Friday: 8:00 AM - 8:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
106,BIG W,BIG W Campbelltown,1300411875,200 Gilchrist Drive ,Ambarvale,NSW,Australia,2560,-34.07748,150.79755,"['Monday: 8:30 AM - 8:00 PM', 'Tuesday: 8:30 AM - 8:00 PM', 'Wednesday: 8:30 AM - 8:00 PM', 'Thursday: 8:30 AM - 10:00 PM', 'Friday: 8:30 AM - 8:00 PM', 'Saturday: 8:00 AM - 8:00 PM', 'Sunday: 8:00 AM - 7:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
107,BIG W,BIG W Beenleigh,1300411875,114-118 George Street ,Beenleigh,QLD,Australia,4207,-27.717718,153.20668,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
108,BIG W,BIG W Elizabeth,1300411875,Princess Ann Walk ,Elizabeth,SA,Australia,5112,-34.72247,138.66855,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
109,BIG W,BIG W Kingston,1300411875,37-43 Channel Highway ,Kingston,TAS,Australia,7050,-42.97588,147.30849,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 10:00 AM - 5:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
110,BIG W,BIG W Maryborough,1300411875,142 Lennox Street ,Maryborough,QLD,Australia,4650,-25.538927,152.69951,"['Monday: 8:00 AM - 6:00 PM', 'Tuesday: 8:00 AM - 6:00 PM', 'Wednesday: 8:00 AM - 6:00 PM', 'Thursday: 8:00 AM - 7:00 PM', 'Friday: 8:00 AM - 6:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Pick Up', 'Soda Stream Refill']"
111,BIG W,BIG W Cumberland Park,1300411875,366 Goodwood Road ,Cumberland Park,SA,Australia,5041,-34.96735,138.58995,"['Monday: 8:00 AM - 9:00 PM', 'Tuesday: 8:00 AM - 9:00 PM', 'Wednesday: 8:00 AM - 9:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
112,BIG W,BIG W Gawler,1300411875,2 Commercial Lane ,Gawler,SA,Australia,5118,-34.598083,138.74806,"['Monday: 8:30 AM - 7:00 PM', 'Tuesday: 8:30 AM - 7:00 PM', 'Wednesday: 8:30 AM - 7:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 7:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
113,BIG W,BIG W Colonnades,1300411875,Beach Road ,Noarlunga Centre,SA,Australia,5168,-35.142212,138.49858,"['Monday: 9:00 AM - 6:00 PM', 'Tuesday: 9:00 AM - 6:00 PM', 'Wednesday: 9:00 AM - 6:00 PM', 'Thursday: 9:00 AM - 9:00 PM', 'Friday: 9:00 AM - 6:00 PM', 'Saturday: 8:30 AM - 5:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
114,BIG W,BIG W Mt Hutton,1300411875,Wilson Road and Rosalind Street ,Mount Hutton,NSW,Australia,2290,-32.985023,151.67189,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 8:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
115,BIG W,BIG W Menai,1300411875,152-194 Allison Crescent ,Menai,NSW,Australia,2234,-34.014027,151.01549,"['Monday: 8:30 AM - 8:00 PM', 'Tuesday: 8:30 AM - 8:00 PM', 'Wednesday: 8:30 AM - 8:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 8:00 PM', 'Saturday: 8:30 AM - 7:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
116,BIG W,BIG W Belmont,1300411875,Abernethy Street and Wright Street ,Cloverdale,WA,Australia,6105,-31.966726,115.932884,"['Monday: 8:00 AM - 9:00 PM', 'Tuesday: 8:00 AM - 9:00 PM', 'Wednesday: 8:00 AM - 9:00 PM', 'Thursday: 8:00 AM - 9:00 PM', 'Friday: 8:00 AM - 9:00 PM', 'Saturday: 8:00 AM - 5:00 PM', 'Sunday: 11:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
117,BIG W,BIG W Tuggerah,1300411875,16 Gavenlock Road ,Tuggerah,NSW,Australia,2259,-33.308838,151.41388,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 9:00 AM - 6:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
118,BIG W,BIG W Bathurst,1300411875,Corner of Bentinck Street and Howick street ,Bathurst,NSW,Australia,2795,-33.419,149.5832,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:00 AM - 6:00 PM', 'Sunday: 8:30 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
119,BIG W,BIG W Port Macquarie,1300411875,Bay Street and Park Street ,Port Macquarie,NSW,Australia,2444,-31.427753,152.89467,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 8:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
120,BIG W,BIG W Grand Central,1300411875,Corner of Dent Street and Margaret Street ,Toowoomba,QLD,Australia,4350,-27.560677,151.9498,"['Monday: 8:30 AM - 6:00 PM', 'Tuesday: 8:30 AM - 6:00 PM', 'Wednesday: 8:30 AM - 6:00 PM', 'Thursday: 8:30 AM - 9:00 PM', 'Friday: 8:30 AM - 6:00 PM', 'Saturday: 8:30 AM - 6:00 PM', 'Sunday: 9:00 AM - 5:00 PM']","['Bike Build', 'Direct to Boot', 'In-Store Layby', 'Party', 'Pick Up', 'Soda Stream Refill']"
